student_id,semester,previous_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,previous_semester_cgpa,library_visits_per_week,online_resource_usage_hours,internal_assessment_score,predicted_score,score_difference,classification,interventions,prediction_error
STU2024_0074,4,63.884471017719285,74.66133088358373,16.19414693093207,93.12521726360345,4.401183963468469,2,5.682293753731278,60.26983750321604,62.59896052426106,-2.329123021045021,Moderate Learner,['Regular Check-ins'],-2.329123021045021
STU2024_0034,4,63.715878657931306,78.35622479361459,16.373709513731725,63.124359741486074,8.701442190832319,1,9.138918945157897,66.04304488524917,65.89565701196722,0.14738787328195713,Moderate Learner,['Regular Check-ins'],0.14738787328195713
STU2024_0091,4,75.16039282529633,84.42573054056435,22.129473748122944,51.834339699774205,6.402786984117295,1,7.721167380159235,75.07706299533989,67.48877201201553,7.588290983324356,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",7.588290983324356
STU2024_0005,4,67.29652989401488,62.90455954295548,18.26323203588539,61.08323836408859,6.703346432941578,0,3.829334224539612,58.858349083787594,63.13545706914035,-4.277107985352757,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-4.277107985352757
STU2024_0077,4,49.707406964237194,76.1381608493972,10.98922704245178,94.03758984687569,10.0,6,6.209077139836778,54.43356760828885,63.84678464410349,-9.41321703581464,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-9.41321703581464
STU2024_0078,4,79.01641674846961,70.9095812677131,21.83077314136824,78.19424960507435,4.962682497210706,2,0.8290868975916865,70.52777327249953,69.05684109396624,1.470932178533289,Moderate Learner,['Regular Check-ins'],1.470932178533289
STU2024_0013,4,86.96681468400949,82.85092525353024,11.199052755189568,77.58790174384634,7.820441643194935,4,3.401898320330208,77.01576968128184,75.20032456930028,1.8154451119815604,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",1.8154451119815604
STU2024_0032,4,38.53106136084429,91.73149946071702,11.904636317413956,95.86098731387314,7.761131391749933,4,10.131647306893356,57.868905797852996,58.98770003177646,-1.1187942339234667,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-1.1187942339234667
STU2024_0084,5,68.65295306279516,74.13723370491806,12.196195465100699,97.45065611168972,6.65339578381348,1,10.361049708922675,72.03188198063032,68.9139425516843,3.1179394289460163,Moderate Learner,['Regular Check-ins'],3.1179394289460163
STU2024_0054,5,49.402902034596735,47.94205811156453,13.317237050609133,41.72478359923378,5.653254900361556,4,5.302962333847097,45.36604470249209,41.19710411556199,4.168940586930098,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",4.168940586930098
STU2024_0071,5,64.1611932721668,96.52631098833353,6.6945829221641375,92.60163414948667,7.32502467844643,2,6.898047059994446,70.64871440127888,68.94747163446495,1.7012427668139338,Moderate Learner,['Regular Check-ins'],1.7012427668139338
STU2024_0046,5,53.3394277273114,66.92928362264792,6.27146283570174,74.08386492971435,8.586721271231195,4,10.569765325659052,62.76866406150378,55.86679970235887,6.901864359144909,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",6.901864359144909
STU2024_0045,5,82.19045216213098,71.15488982441262,15.221793987578035,64.97482207729797,5.219509917541383,4,8.337973066251937,73.36102129508046,63.889173237137584,9.471848057942879,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",9.471848057942879
STU2024_0040,5,68.6468518776934,65.6052708572549,7.010639327525812,87.70323155827371,7.569108096407665,4,7.176463101353226,66.01509217878407,63.58207137107326,2.433020807710811,Moderate Learner,['Regular Check-ins'],2.433020807710811
STU2024_0023,5,82.09333304038203,68.75062041576807,22.545655067022754,77.18754705323076,8.321720081220054,4,4.9609114651314865,73.97554580527245,73.10188535378991,0.8736604514825359,Moderate Learner,['Regular Check-ins'],0.8736604514825359
STU2024_0081,5,70.82563593845252,77.46442148055854,14.76314648727782,61.826051207648,6.849286419142443,5,14.616588704796243,68.95811762118721,61.876140190297875,7.081977430889339,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",7.081977430889339
STU2024_0011,5,59.5532500826665,74.86067157648276,12.007812097094765,39.425109587116616,6.308245401948072,5,8.51452864458453,51.84794707461991,49.845032283073806,2.002914791546104,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",2.002914791546104
STU2024_0001,5,67.8399246093856,70.53935881135341,16.45448528795003,67.11553599021923,8.27511899862633,3,7.054391221509563,68.5264637232671,63.69097011842842,4.835493604838682,Moderate Learner,['Regular Check-ins'],4.835493604838682
STU2024_0019,5,84.66751246703936,67.81862142717468,11.104536303116497,65.88791568569539,6.949112161108137,0,10.248745229922966,77.80951868639302,66.57563417390506,11.233884512487961,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",11.233884512487961
STU2024_0031,5,73.93236346458886,91.45950281315564,9.724553159116525,61.4899292623128,5.792242372385686,3,6.70400186548757,62.454185090046515,62.857303137126145,-0.40311804707963006,Moderate Learner,['Regular Check-ins'],-0.40311804707963006
STU2024_0074,5,65.06344788491228,73.82654011412224,13.413247538787326,82.50214549670825,8.149364462560765,3,8.564699818103401,64.39579708302963,65.77385152598622,-1.3780544429565822,Moderate Learner,['Regular Check-ins'],-1.3780544429565822
STU2024_0034,5,66.08418448076434,83.56769109328813,11.037382764423937,89.14182771210113,5.208715898361566,3,3.6483506802538876,53.015669266215326,64.62351513842373,-11.6078458722084,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-11.6078458722084
STU2024_0091,5,72.89805025508461,62.45906771849963,16.135172394324446,57.64325071930094,5.491597936465801,4,5.248533525886854,57.308649188660894,57.54628033753659,-0.2376311488756926,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-0.2376311488756926
STU2024_0005,5,73.5800941745071,51.857951726356504,14.339317055492264,48.866674610470874,7.484778223687309,2,5.7663183788209125,60.029465130994986,56.41711479700153,3.6123503339934544,Moderate Learner,['Regular Check-ins'],3.6123503339934544
STU2024_0077,5,70.71964418397177,66.15161523366588,24.741713223949066,83.27828957733232,4.268370896058256,1,7.1282045679706005,63.35457983185142,65.68360209028323,-2.329022258431813,Moderate Learner,['Regular Check-ins'],-2.329022258431813
STU2024_0078,5,69.67479284007167,85.48033220275565,20.125545762908867,85.20345312626444,6.103498475117714,4,6.217653108536046,70.03699836579896,69.5150480852064,0.5219502805925629,Moderate Learner,['Regular Check-ins'],0.5219502805925629
STU2024_0013,5,59.17479592548263,100.0,14.659382874160235,79.42919910931303,4.908257396711107,1,6.599328149177601,54.52890706468698,64.11791820137891,-9.58901113669193,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-9.58901113669193
STU2024_0032,5,56.15157865305664,51.51527952591606,15.631338681170341,60.53699892865133,8.61527221698652,2,9.133649802749703,54.025796409083796,54.532621898543866,-0.5068254894600699,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-0.5068254894600699
